algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
rand,CoMD,4,0,1,512,115,37.2856,20,41.928767322834645,4.643167322834643
rand,CoMD,5,0,2,512,115,36.0056,20,41.928767322834645,5.923167322834644
rand,CoMD,1,2,0,512,64,51.0499,24,41.928767322834645,9.121132677165356
rand,CoMD,2,1,0,512,64,50.3551,24,41.928767322834645,8.426332677165355
rand,CoMD,3,0,0,512,64,49.4014,24,41.928767322834645,7.4726326771653575
rand,CoMD,4,0,1,512,64,48.1675,24,41.928767322834645,6.238732677165352
rand,CoMD,5,0,2,512,64,46.7518,24,41.928767322834645,4.823032677165358
rand,CoMD,1,2,0,512,80,45.2929,24,41.928767322834645,3.364132677165358
rand,CoMD,2,1,0,512,80,44.7775,24,41.928767322834645,2.8487326771653585
rand,CoMD,3,0,0,512,80,42.786,24,41.928767322834645,0.8572326771653564
rand,CoMD,4,0,1,512,80,40.476,24,41.928767322834645,1.4527673228346458
rand,CoMD,5,0,2,512,80,40.2799,24,41.928767322834645,1.648867322834647
rand,CoMD,1,2,0,512,115,42.3952,24,41.928767322834645,0.46643267716535775
rand,CoMD,2,1,0,512,115,42.5873,24,41.928767322834645,0.6585326771653541
rand,CoMD,3,0,0,512,115,40.1533,24,41.928767322834645,1.7754673228346434
rand,CoMD,4,0,1,512,115,39.133,24,41.928767322834645,2.7957673228346422
rand,CoMD,5,0,2,512,115,38.1979,24,41.928767322834645,3.730867322834648
spr,CoMD,1,2,0,1024,64,40.9101,16,41.281371812080536,0.3712718120805363
pak,CoMD,1,2,0,1024,64,39.2341,16,41.379472666666665,2.145372666666667
rand,CoMD,1,2,0,1024,64,40.8188,16,41.928767322834645,1.1099673228346418
spr,CoMD,2,1,0,1024,64,38.9869,16,41.281371812080536,2.2944718120805376
pak,CoMD,2,1,0,1024,64,38.9423,16,41.379472666666665,2.4371726666666618
rand,CoMD,2,1,0,1024,64,40.3028,16,41.928767322834645,1.6259673228346472
spr,CoMD,3,0,0,1024,64,38.7958,16,41.281371812080536,2.4855718120805363
pak,CoMD,3,0,0,1024,64,41.0643,16,41.379472666666665,0.3151726666666619
rand,CoMD,3,0,0,1024,64,39.336,16,41.928767322834645,2.5927673228346464
spr,CoMD,4,0,1,1024,64,38.8404,16,41.281371812080536,2.4409718120805337
pak,CoMD,4,0,1,1024,64,40.3092,16,41.379472666666665,1.0702726666666678
rand,CoMD,4,0,1,1024,64,39.6615,16,41.928767322834645,2.2672673228346483
spr,CoMD,5,0,2,1024,64,38.8352,16,41.281371812080536,2.446171812080536
pak,CoMD,5,0,2,1024,64,39.7455,16,41.379472666666665,1.633972666666665
rand,CoMD,5,0,2,1024,64,38.7414,16,41.928767322834645,3.187367322834646
spr,CoMD,1,2,0,1024,80,37.5018,16,41.281371812080536,3.7795718120805333
pak,CoMD,1,2,0,1024,80,36.1795,16,41.379472666666665,5.1999726666666675
rand,CoMD,1,2,0,1024,80,37.1474,16,41.928767322834645,4.781367322834647
spr,CoMD,2,1,0,1024,80,36.4532,16,41.281371812080536,4.828171812080534
pak,CoMD,2,1,0,1024,80,37.6545,16,41.379472666666665,3.724972666666666
rand,CoMD,2,1,0,1024,80,38.9572,16,41.928767322834645,2.9715673228346446
spr,CoMD,3,0,0,1024,80,36.4773,16,41.281371812080536,4.804071812080537
pak,CoMD,3,0,0,1024,80,36.7382,16,41.379472666666665,4.641272666666666
