algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,avg_runtime,perf_variation
rand,mg,1,2,0,2048,115,34.61,16,50.6912,16.081200000000003
spr,mg,2,1,0,2048,115,21.79,16,48.99294964028777,27.20294964028777
rand,mg,2,1,0,2048,115,23.46,16,50.6912,27.2312
spr,mg,3,0,0,2048,115,19.83,16,48.99294964028777,29.16294964028777
rand,mg,3,0,0,2048,115,20.03,16,50.6912,30.6612
spr,mg,4,0,1,2048,115,19.61,16,48.99294964028777,29.38294964028777
rand,mg,4,0,1,2048,115,19.57,16,50.6912,31.1212
spr,mg,5,0,2,2048,115,19.56,16,48.99294964028777,29.43294964028777
rand,mg,5,0,2,2048,115,19.49,16,50.6912,31.201200000000004
spr,mg,1,2,0,2048,64,39.17,20,48.99294964028777,9.822949640287767
rand,mg,1,2,0,2048,64,46.48,20,50.6912,4.211200000000005
spr,mg,2,1,0,2048,64,27.7,20,48.99294964028777,21.29294964028777
