algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count,perf_variation
rand,ft,3,0,0,512,64,69.23,24,35.07651624548737
spr,ft,4,0,1,512,64,57.88,24,23.726516245487367
pak,ft,4,0,1,512,64,56.63,24,22.476516245487367
rand,ft,4,0,1,512,64,59.51,24,25.356516245487363
spr,ft,5,0,2,512,64,57.81,24,23.656516245487367
pak,ft,5,0,2,512,64,56.62,24,22.466516245487362
rand,ft,5,0,2,512,64,58.09,24,23.93651624548737
spr,ft,1,2,0,512,80,76.56,24,42.40651624548737
pak,ft,1,2,0,512,80,56.19,24,22.036516245487363
rand,ft,1,2,0,512,80,79.61,24,45.456516245487364
spr,ft,2,1,0,512,80,66.91,24,32.75651624548736
pak,ft,2,1,0,512,80,55.94,24,21.786516245487363
rand,ft,2,1,0,512,80,71.68,24,37.52651624548737
spr,ft,3,0,0,512,80,58.28,24,24.126516245487366
pak,ft,3,0,0,512,80,52.91,24,18.75651624548736
rand,ft,3,0,0,512,80,58.8,24,24.646516245487362
spr,ft,4,0,1,512,80,51.23,24,17.076516245487362
pak,ft,4,0,1,512,80,50.29,24,16.136516245487364
rand,ft,4,0,1,512,80,57.38,24,23.226516245487367
spr,ft,5,0,2,512,80,50.9,24,16.746516245487364
pak,ft,5,0,2,512,80,50.31,24,16.156516245487367
rand,ft,5,0,2,512,80,50.13,24,15.976516245487367
spr,ft,1,2,0,512,115,70.08,24,35.92651624548736
pak,ft,1,2,0,512,115,51.29,24,17.136516245487364
rand,ft,1,2,0,512,115,77.17,24,43.01651624548737
spr,ft,2,1,0,512,115,62.64,24,28.486516245487365
pak,ft,2,1,0,512,115,51.43,24,17.276516245487365
rand,ft,2,1,0,512,115,68.15,24,33.99651624548737
spr,ft,3,0,0,512,115,54.31,24,20.156516245487367
pak,ft,3,0,0,512,115,48.36,24,14.206516245487364
rand,ft,3,0,0,512,115,55.42,24,21.266516245487367
spr,ft,4,0,1,512,115,47.47,24,13.316516245487364
pak,ft,4,0,1,512,115,45.46,24,11.306516245487366
rand,ft,4,0,1,512,115,45.34,24,11.186516245487368
spr,ft,5,0,2,512,115,46.94,24,12.786516245487363
pak,ft,5,0,2,512,115,45.41,24,11.256516245487362
rand,ft,5,0,2,512,115,46.17,24,12.016516245487367
rand,ft,1,2,0,512,64,60.4,16,26.246516245487364
rand,ft,2,1,0,512,64,60.08,16,25.926516245487363
rand,ft,3,0,0,512,64,51.65,16,17.496516245487364
rand,ft,4,0,1,512,64,43.48,16,9.326516245487362
rand,ft,5,0,2,512,64,43.84,16,9.686516245487368
rand,ft,1,2,0,512,80,57.6,16,23.446516245487366
rand,ft,2,1,0,512,80,54.29,16,20.136516245487364
rand,ft,3,0,0,512,80,47.26,16,13.106516245487363
rand,ft,4,0,1,512,80,39.22,16,5.066516245487364
rand,ft,5,0,2,512,80,37.28,16,3.126516245487366
rand,ft,1,2,0,512,115,57.53,16,23.376516245487366
rand,ft,2,1,0,512,115,51.61,16,17.456516245487364
rand,ft,3,0,0,512,115,44.02,16,9.866516245487368
rand,ft,4,0,1,512,115,38.29,16,4.136516245487364
rand,ft,5,0,2,512,115,37.58,16,3.426516245487363
rand,ft,1,2,0,512,64,75.25,20,41.096516245487365
rand,ft,2,1,0,512,64,69.01,20,34.85651624548737
rand,ft,3,0,0,512,64,57.15,20,22.996516245487364
rand,ft,4,0,1,512,64,51.81,20,17.656516245487367
rand,ft,5,0,2,512,64,50.41,20,16.25651624548736
rand,ft,1,2,0,512,80,68.55,20,34.39651624548736
rand,ft,2,1,0,512,80,62.7,20,28.546516245487368
rand,ft,3,0,0,512,80,51.09,20,16.93651624548737
rand,ft,4,0,1,512,80,47.34,20,13.186516245487368
rand,ft,5,0,2,512,80,44.32,20,10.166516245487365
rand,ft,1,2,0,512,115,74.2,20,40.04651624548737
rand,ft,2,1,0,512,115,61.58,20,27.426516245487363
rand,ft,3,0,0,512,115,48.78,20,14.626516245487366
rand,ft,4,0,1,512,115,40.96,20,6.806516245487366
rand,ft,5,0,2,512,115,41.82,20,7.666516245487365
rand,ft,1,2,0,512,64,88.38,24,54.22651624548736
rand,ft,2,1,0,512,64,77.89,24,43.736516245487365
rand,ft,3,0,0,512,64,65.98,24,31.82651624548737
rand,ft,4,0,1,512,64,57.43,24,23.276516245487365
rand,ft,5,0,2,512,64,57.35,24,23.196516245487366
rand,ft,1,2,0,512,80,76.69,24,42.53651624548736
rand,ft,2,1,0,512,80,70.74,24,36.58651624548736
rand,ft,3,0,0,512,80,61.2,24,27.046516245487368
rand,ft,4,0,1,512,80,53.78,24,19.626516245487366
rand,ft,5,0,2,512,80,53.7,24,19.546516245487368
rand,ft,1,2,0,512,115,75.49,24,41.33651624548736
rand,ft,2,1,0,512,115,65.71,24,31.55651624548736
rand,ft,3,0,0,512,115,57.38,24,23.226516245487367
rand,ft,4,0,1,512,115,48.12,24,13.966516245487362
rand,ft,5,0,2,512,115,47.29,24,13.136516245487364
spr,ft,1,2,0,1024,64,30.67,16,3.4834837545126334
pak,ft,1,2,0,1024,64,28.47,16,5.683483754512636
rand,ft,1,2,0,1024,64,41.76,16,7.606516245487363
spr,ft,2,1,0,1024,64,29.2,16,4.953483754512636
pak,ft,2,1,0,1024,64,27.57,16,6.583483754512635
rand,ft,2,1,0,1024,64,32.84,16,1.3134837545126317
spr,ft,3,0,0,1024,64,25.61,16,8.543483754512636
pak,ft,3,0,0,1024,64,25.48,16,8.673483754512635
rand,ft,3,0,0,1024,64,26.51,16,7.6434837545126335
spr,ft,4,0,1,1024,64,23.26,16,10.893483754512634
pak,ft,4,0,1,1024,64,23.31,16,10.843483754512636
rand,ft,4,0,1,1024,64,23.53,16,10.623483754512634
spr,ft,5,0,2,1024,64,23.15,16,11.003483754512636
pak,ft,5,0,2,1024,64,22.81,16,11.343483754512636
rand,ft,5,0,2,1024,64,23.52,16,10.633483754512635
spr,ft,1,2,0,1024,80,28.09,16,6.063483754512635
pak,ft,1,2,0,1024,80,25.53,16,8.623483754512634
rand,ft,1,2,0,1024,80,35.57,16,1.4165162454873652
spr,ft,2,1,0,1024,80,26.84,16,7.313483754512635
pak,ft,2,1,0,1024,80,24.96,16,9.193483754512634
rand,ft,2,1,0,1024,80,30.75,16,3.403483754512635
spr,ft,3,0,0,1024,80,21.13,16,13.023483754512636
pak,ft,3,0,0,1024,80,23.26,16,10.893483754512634
rand,ft,3,0,0,1024,80,25.45,16,8.703483754512636
spr,ft,4,0,1,1024,80,21.14,16,13.013483754512635
pak,ft,4,0,1,1024,80,20.99,16,13.163483754512637
rand,ft,4,0,1,1024,80,20.58,16,13.573483754512637
spr,ft,5,0,2,1024,80,20.94,16,13.213483754512634
pak,ft,5,0,2,1024,80,20.7,16,13.453483754512636
rand,ft,5,0,2,1024,80,20.8,16,13.353483754512634
spr,ft,1,2,0,1024,115,29.15,16,5.0034837545126365
pak,ft,1,2,0,1024,115,25.83,16,8.323483754512637
rand,ft,1,2,0,1024,115,36.99,16,2.836516245487367
spr,ft,2,1,0,1024,115,26.38,16,7.773483754512636
pak,ft,2,1,0,1024,115,24.48,16,9.673483754512635
rand,ft,2,1,0,1024,115,29.02,16,5.1334837545126355
spr,ft,3,0,0,1024,115,22.87,16,11.283483754512634
pak,ft,3,0,0,1024,115,22.4,16,11.753483754512636
rand,ft,3,0,0,1024,115,23.68,16,10.473483754512635
spr,ft,4,0,1,1024,115,20.59,16,13.563483754512635
pak,ft,4,0,1,1024,115,20.49,16,13.663483754512637
rand,ft,4,0,1,1024,115,19.77,16,14.383483754512635
spr,ft,5,0,2,1024,115,20.53,16,13.623483754512634
pak,ft,5,0,2,1024,115,19.92,16,14.233483754512633
rand,ft,5,0,2,1024,115,19.53,16,14.623483754512634
spr,ft,1,2,0,1024,64,39.54,20,5.386516245487364
pak,ft,1,2,0,1024,64,35.71,20,1.5565162454873658
rand,ft,1,2,0,1024,64,42.08,20,7.926516245487363
spr,ft,2,1,0,1024,64,33.94,20,0.21348375451263735
pak,ft,2,1,0,1024,64,33.38,20,0.7734837545126325
rand,ft,2,1,0,1024,64,39.77,20,5.616516245487368
spr,ft,3,0,0,1024,64,28.81,20,5.343483754512636
pak,ft,3,0,0,1024,64,29.6,20,4.553483754512634
rand,ft,3,0,0,1024,64,30.58,20,3.573483754512637
spr,ft,4,0,1,1024,64,27.56,20,6.593483754512636
pak,ft,4,0,1,1024,64,27.88,20,6.273483754512636
rand,ft,4,0,1,1024,64,27.14,20,7.0134837545126345
spr,ft,5,0,2,1024,64,27.58,20,6.573483754512637
pak,ft,5,0,2,1024,64,27.59,20,6.563483754512635
rand,ft,5,0,2,1024,64,27.42,20,6.733483754512633
spr,ft,1,2,0,1024,80,36.04,20,1.886516245487364
pak,ft,1,2,0,1024,80,32.38,20,1.7734837545126325
rand,ft,1,2,0,1024,80,45.67,20,11.516516245487367
spr,ft,2,1,0,1024,80,31.61,20,2.5434837545126356
pak,ft,2,1,0,1024,80,30.92,20,3.2334837545126334
rand,ft,2,1,0,1024,80,35.05,20,0.8965162454873621
spr,ft,3,0,0,1024,80,26.03,20,8.123483754512634
pak,ft,3,0,0,1024,80,26.63,20,7.523483754512636
rand,ft,3,0,0,1024,80,26.74,20,7.413483754512637
spr,ft,4,0,1,1024,80,24.44,20,9.713483754512634
pak,ft,4,0,1,1024,80,24.84,20,9.313483754512635
rand,ft,4,0,1,1024,80,24.04,20,10.113483754512636
spr,ft,5,0,2,1024,80,24.54,20,9.613483754512636
pak,ft,5,0,2,1024,80,24.44,20,9.713483754512634
rand,ft,5,0,2,1024,80,23.71,20,10.443483754512634
spr,ft,1,2,0,1024,115,34.91,20,0.7565162454873615
pak,ft,1,2,0,1024,115,30.87,20,3.283483754512634
rand,ft,1,2,0,1024,115,51.54,20,17.386516245487364
spr,ft,2,1,0,1024,115,30.29,20,3.863483754512636
pak,ft,2,1,0,1024,115,29.66,20,4.493483754512635
rand,ft,2,1,0,1024,115,34.84,20,0.6865162454873683
spr,ft,3,0,0,1024,115,24.97,20,9.183483754512636
pak,ft,3,0,0,1024,115,25.63,20,8.523483754512636
rand,ft,3,0,0,1024,115,25.61,20,8.543483754512636
spr,ft,4,0,1,1024,115,23.2,20,10.953483754512636
pak,ft,4,0,1,1024,115,23.58,20,10.573483754512637
rand,ft,4,0,1,1024,115,21.85,20,12.303483754512634
spr,ft,5,0,2,1024,115,23.18,20,10.973483754512635
pak,ft,5,0,2,1024,115,23.15,20,11.003483754512636
rand,ft,5,0,2,1024,115,22.98,20,11.173483754512635
spr,ft,1,2,0,1024,64,44.33,24,10.176516245487363
pak,ft,1,2,0,1024,64,38.93,24,4.776516245487365
rand,ft,1,2,0,1024,64,56.91,24,22.75651624548736
spr,ft,2,1,0,1024,64,39.1,24,4.946516245487366
pak,ft,2,1,0,1024,64,36.99,24,2.836516245487367
rand,ft,2,1,0,1024,64,46.11,24,11.956516245487364
spr,ft,3,0,0,1024,64,33.99,24,0.16348375451263308
pak,ft,3,0,0,1024,64,33.98,24,0.1734837545126382
rand,ft,3,0,0,1024,64,35.14,24,0.9865162454873655
spr,ft,4,0,1,1024,64,32.78,24,1.373483754512634
pak,ft,4,0,1,1024,64,32.68,24,1.4734837545126354
rand,ft,4,0,1,1024,64,30.3,24,3.8534837545126344
spr,ft,5,0,2,1024,64,32.58,24,1.5734837545126368
pak,ft,5,0,2,1024,64,31.87,24,2.283483754512634
rand,ft,5,0,2,1024,64,30.06,24,4.093483754512636
spr,ft,1,2,0,1024,80,41.0,24,6.846516245487365
pak,ft,1,2,0,1024,80,34.99,24,0.8365162454873669
rand,ft,1,2,0,1024,80,48.65,24,14.496516245487364
spr,ft,2,1,0,1024,80,35.92,24,1.7665162454873666
pak,ft,2,1,0,1024,80,33.87,24,0.28348375451263763
rand,ft,2,1,0,1024,80,40.85,24,6.696516245487366
spr,ft,3,0,0,1024,80,30.94,24,3.213483754512634
pak,ft,3,0,0,1024,80,30.58,24,3.573483754512637
rand,ft,3,0,0,1024,80,32.14,24,2.0134837545126345
spr,ft,4,0,1,1024,80,29.64,24,4.5134837545126345
pak,ft,4,0,1,1024,80,29.06,24,5.093483754512636
rand,ft,4,0,1,1024,80,27.57,24,6.583483754512635
spr,ft,5,0,2,1024,80,29.44,24,4.713483754512634
pak,ft,5,0,2,1024,80,28.54,24,5.613483754512636
rand,ft,5,0,2,1024,80,26.52,24,7.6334837545126355
spr,ft,1,2,0,1024,115,38.67,24,4.516516245487367
pak,ft,1,2,0,1024,115,32.85,24,1.3034837545126337
rand,ft,1,2,0,1024,115,57.5,24,23.346516245487365
spr,ft,2,1,0,1024,115,33.91,24,0.24348375451263848
pak,ft,2,1,0,1024,115,31.49,24,2.6634837545126366
rand,ft,2,1,0,1024,115,38.34,24,4.186516245487368
spr,ft,3,0,0,1024,115,29.04,24,5.113483754512636
pak,ft,3,0,0,1024,115,28.55,24,5.603483754512634
rand,ft,3,0,0,1024,115,30.15,24,4.0034837545126365
spr,ft,4,0,1,1024,115,27.18,24,6.973483754512635
pak,ft,4,0,1,1024,115,26.9,24,7.2534837545126365
rand,ft,4,0,1,1024,115,25.79,24,8.363483754512636
spr,ft,5,0,2,1024,115,27.1,24,7.053483754512634
pak,ft,5,0,2,1024,115,26.3,24,7.853483754512634
rand,ft,5,0,2,1024,115,25.08,24,9.073483754512637
rand,ft,1,2,0,1024,64,39.73,16,5.576516245487362
rand,ft,2,1,0,1024,64,32.78,16,1.373483754512634
rand,ft,3,0,0,1024,64,25.93,16,8.223483754512635
rand,ft,4,0,1,1024,64,24.17,16,9.983483754512633
rand,ft,5,0,2,1024,64,22.98,16,11.173483754512635
rand,ft,1,2,0,1024,80,36.44,16,2.2865162454873627
rand,ft,2,1,0,1024,80,30.73,16,3.4234837545126346
rand,ft,3,0,0,1024,80,24.28,16,9.873483754512634
rand,ft,4,0,1,1024,80,20.99,16,13.163483754512637
rand,ft,5,0,2,1024,80,22.13,16,12.023483754512636
rand,ft,1,2,0,1024,115,41.23,16,7.076516245487362
rand,ft,2,1,0,1024,115,29.17,16,4.983483754512633
rand,ft,3,0,0,1024,115,24.25,16,9.903483754512635
rand,ft,4,0,1,1024,115,20.3,16,13.853483754512634
rand,ft,5,0,2,1024,115,20.47,16,13.683483754512636
rand,ft,1,2,0,1024,64,47.5,20,13.346516245487365
rand,ft,2,1,0,1024,64,37.77,20,3.616516245487368
rand,ft,3,0,0,1024,64,29.64,20,4.5134837545126345
rand,ft,4,0,1,1024,64,28.67,20,5.483483754512633
rand,ft,5,0,2,1024,64,27.13,20,7.023483754512636
rand,ft,1,2,0,1024,80,47.13,20,12.976516245487367
rand,ft,2,1,0,1024,80,35.63,20,1.4765162454873675
rand,ft,3,0,0,1024,80,27.92,20,6.233483754512633
rand,ft,4,0,1,1024,80,23.81,20,10.343483754512636
rand,ft,5,0,2,1024,80,24.43,20,9.723483754512635
rand,ft,1,2,0,1024,115,48.77,20,14.616516245487368
rand,ft,2,1,0,1024,115,34.03,20,0.12348375451263394
rand,ft,3,0,0,1024,115,26.26,20,7.8934837545126335
rand,ft,4,0,1,1024,115,22.27,20,11.883483754512635
rand,ft,5,0,2,1024,115,22.48,20,11.673483754512635
rand,ft,1,2,0,1024,64,52.3,24,18.146516245487362
rand,ft,2,1,0,1024,64,44.4,24,10.246516245487364
rand,ft,3,0,0,1024,64,35.0,24,0.8465162454873649
rand,ft,4,0,1,1024,64,31.83,24,2.323483754512637
rand,ft,5,0,2,1024,64,30.72,24,3.433483754512636
rand,ft,1,2,0,1024,80,52.56,24,18.406516245487367
rand,ft,2,1,0,1024,80,40.71,24,6.556516245487366
rand,ft,3,0,0,1024,80,30.86,24,3.2934837545126356
rand,ft,4,0,1,1024,80,27.49,24,6.663483754512637
rand,ft,5,0,2,1024,80,26.89,24,7.2634837545126345
rand,ft,1,2,0,1024,115,61.42,24,27.266516245487367
rand,ft,2,1,0,1024,115,36.98,24,2.826516245487362
rand,ft,3,0,0,1024,115,29.38,24,4.773483754512636
rand,ft,4,0,1,1024,115,25.77,24,8.383483754512635
rand,ft,5,0,2,1024,115,24.27,24,9.883483754512635
spr,ft,1,2,0,2048,64,26.9,16,7.2534837545126365
rand,ft,1,2,0,2048,64,28.77,16,5.3834837545126355
spr,ft,2,1,0,2048,64,21.7,16,12.453483754512636
rand,ft,2,1,0,2048,64,22.84,16,11.313483754512635
spr,ft,3,0,0,2048,64,17.86,16,16.293483754512636
rand,ft,3,0,0,2048,64,18.19,16,15.963483754512634
spr,ft,4,0,1,2048,64,17.44,16,16.713483754512634
rand,ft,4,0,1,2048,64,18.07,16,16.083483754512635
spr,ft,5,0,2,2048,64,17.39,16,16.763483754512635
rand,ft,5,0,2,2048,64,17.99,16,16.163483754512637
spr,ft,1,2,0,2048,80,24.46,16,9.693483754512634
rand,ft,1,2,0,2048,80,26.61,16,7.543483754512636
spr,ft,2,1,0,2048,80,20.05,16,14.103483754512634
rand,ft,2,1,0,2048,80,21.09,16,13.063483754512635
spr,ft,3,0,0,2048,80,15.89,16,18.263483754512635
rand,ft,3,0,0,2048,80,16.14,16,18.013483754512635
spr,ft,4,0,1,2048,80,15.43,16,18.723483754512635
rand,ft,4,0,1,2048,80,15.66,16,18.493483754512635
spr,ft,5,0,2,2048,80,15.32,16,18.833483754512635
rand,ft,5,0,2,2048,80,15.72,16,18.433483754512636
spr,ft,1,2,0,2048,115,24.24,16,9.913483754512637
rand,ft,1,2,0,2048,115,27.06,16,7.093483754512636
spr,ft,2,1,0,2048,115,19.5,16,14.653483754512635
rand,ft,2,1,0,2048,115,21.5,16,12.653483754512635
spr,ft,3,0,0,2048,115,15.58,16,18.573483754512637
rand,ft,3,0,0,2048,115,15.86,16,18.293483754512636
spr,ft,4,0,1,2048,115,15.07,16,19.083483754512635
rand,ft,4,0,1,2048,115,15.54,16,18.613483754512636
spr,ft,5,0,2,2048,115,15.04,16,19.113483754512636
rand,ft,5,0,2,2048,115,14.95,16,19.203483754512636
spr,ft,1,2,0,2048,64,34.2,20,0.04651624548736777
rand,ft,1,2,0,2048,64,36.54,20,2.386516245487364
spr,ft,2,1,0,2048,64,25.8,20,8.353483754512634
rand,ft,2,1,0,2048,64,27.86,20,6.293483754512636
spr,ft,3,0,0,2048,64,21.32,20,12.833483754512635
rand,ft,3,0,0,2048,64,21.4,20,12.753483754512636
spr,ft,4,0,1,2048,64,21.06,20,13.093483754512636
rand,ft,4,0,1,2048,64,20.94,20,13.213483754512634
spr,ft,5,0,2,2048,64,20.8,20,13.353483754512634
rand,ft,5,0,2,2048,64,21.41,20,12.743483754512635
spr,ft,1,2,0,2048,80,31.05,20,3.1034837545126344
rand,ft,1,2,0,2048,80,34.27,20,0.11651624548736805
spr,ft,2,1,0,2048,80,23.51,20,10.643483754512634
rand,ft,2,1,0,2048,80,25.83,20,8.323483754512637
spr,ft,3,0,0,2048,80,18.64,20,15.513483754512635
rand,ft,3,0,0,2048,80,19.21,20,14.943483754512634
spr,ft,4,0,1,2048,80,18.05,20,16.103483754512634
rand,ft,4,0,1,2048,80,18.52,20,15.633483754512635
spr,ft,5,0,2,2048,80,18.07,20,16.083483754512635
rand,ft,5,0,2,2048,80,18.32,20,15.833483754512635
spr,ft,1,2,0,2048,115,29.59,20,4.563483754512635
rand,ft,1,2,0,2048,115,32.68,20,1.4734837545126354
spr,ft,2,1,0,2048,115,22.39,20,11.763483754512635
rand,ft,2,1,0,2048,115,23.56,20,10.593483754512636
spr,ft,3,0,0,2048,115,17.46,20,16.693483754512634
rand,ft,3,0,0,2048,115,17.54,20,16.613483754512636
spr,ft,4,0,1,2048,115,16.89,20,17.263483754512635
rand,ft,4,0,1,2048,115,16.68,20,17.473483754512635
spr,ft,5,0,2,2048,115,16.81,20,17.343483754512636
rand,ft,5,0,2,2048,115,16.87,20,17.283483754512634
spr,ft,1,2,0,2048,64,32.51,24,1.643483754512637
rand,ft,1,2,0,2048,64,41.9,24,7.7465162454873635
spr,ft,2,1,0,2048,64,29.39,24,4.7634837545126345
rand,ft,2,1,0,2048,64,32.24,24,1.913483754512633
spr,ft,3,0,0,2048,64,24.68,24,9.473483754512635
rand,ft,3,0,0,2048,64,25.43,24,8.723483754512635
spr,ft,4,0,1,2048,64,23.95,24,10.203483754512636
rand,ft,4,0,1,2048,64,23.96,24,10.193483754512634
spr,ft,5,0,2,2048,64,24.02,24,10.133483754512635
rand,ft,5,0,2,2048,64,23.61,24,10.543483754512636
spr,ft,1,2,0,2048,80,29.4,24,4.7534837545126365
rand,ft,1,2,0,2048,80,35.57,24,1.4165162454873652
spr,ft,2,1,0,2048,80,25.64,24,8.513483754512635
rand,ft,2,1,0,2048,80,28.98,24,5.173483754512635
spr,ft,3,0,0,2048,80,21.49,24,12.663483754512637
rand,ft,3,0,0,2048,80,21.76,24,12.393483754512634
spr,ft,4,0,1,2048,80,20.68,24,13.473483754512635
rand,ft,4,0,1,2048,80,20.86,24,13.293483754512636
spr,ft,5,0,2,2048,80,20.51,24,13.643483754512634
rand,ft,5,0,2,2048,80,20.46,24,13.693483754512634
spr,ft,1,2,0,2048,115,27.01,24,7.1434837545126335
rand,ft,1,2,0,2048,115,34.82,24,0.6665162454873652
spr,ft,2,1,0,2048,115,23.82,24,10.333483754512635
rand,ft,2,1,0,2048,115,26.88,24,7.273483754512636
spr,ft,3,0,0,2048,115,18.89,24,15.263483754512635
rand,ft,3,0,0,2048,115,19.68,24,14.473483754512635
spr,ft,4,0,1,2048,115,18.32,24,15.833483754512635
rand,ft,4,0,1,2048,115,19.69,24,14.463483754512634
spr,ft,5,0,2,2048,115,18.22,24,15.933483754512636
rand,ft,5,0,2,2048,115,18.26,24,15.893483754512634
pak,ft,1,2,0,2048,64,26.68,16,7.473483754512635
pak,ft,2,1,0,2048,64,22.92,16,11.233483754512633
pak,ft,3,0,0,2048,64,18.9,16,15.253483754512636
pak,ft,4,0,1,2048,64,18.35,16,15.803483754512634
pak,ft,5,0,2,2048,64,18.42,16,15.733483754512633
pak,ft,1,2,0,2048,80,24.6,16,9.553483754512634
pak,ft,2,1,0,2048,80,20.72,16,13.433483754512636
pak,ft,3,0,0,2048,80,16.62,16,17.533483754512634
pak,ft,4,0,1,2048,80,16.16,16,17.993483754512635
pak,ft,5,0,2,2048,80,16.06,16,18.093483754512636
pak,ft,1,2,0,2048,115,24.71,16,9.443483754512634
pak,ft,2,1,0,2048,115,20.15,16,14.003483754512636
pak,ft,3,0,0,2048,115,16.07,16,18.083483754512635
pak,ft,4,0,1,2048,115,15.47,16,18.683483754512636
pak,ft,5,0,2,2048,115,15.54,16,18.613483754512636
pak,ft,1,2,0,2048,64,27.76,20,6.3934837545126335
pak,ft,2,1,0,2048,64,26.61,20,7.543483754512636
pak,ft,3,0,0,2048,64,22.0,20,12.153483754512635
pak,ft,4,0,1,2048,64,21.3,20,12.853483754512634
pak,ft,5,0,2,2048,64,21.11,20,13.043483754512636
pak,ft,1,2,0,2048,80,25.87,20,8.283483754512634
pak,ft,2,1,0,2048,80,23.81,20,10.343483754512636
pak,ft,3,0,0,2048,80,18.95,20,15.203483754512636
pak,ft,4,0,1,2048,80,18.49,20,15.663483754512637
pak,ft,5,0,2,2048,80,18.41,20,15.743483754512635
pak,ft,1,2,0,2048,115,24.75,20,9.403483754512635
pak,ft,2,1,0,2048,115,22.5,20,11.653483754512635
pak,ft,3,0,0,2048,115,17.93,20,16.223483754512635
pak,ft,4,0,1,2048,115,17.25,20,16.903483754512635
pak,ft,5,0,2,2048,115,17.06,20,17.093483754512636
pak,ft,1,2,0,2048,64,30.51,24,3.6434837545126335
pak,ft,2,1,0,2048,64,30.71,24,3.443483754512634
pak,ft,3,0,0,2048,64,24.9,24,9.253483754512636
pak,ft,4,0,1,2048,64,23.91,24,10.243483754512635
pak,ft,5,0,2,2048,64,23.84,24,10.313483754512635
pak,ft,1,2,0,2048,80,28.6,24,5.553483754512634
pak,ft,2,1,0,2048,80,26.38,24,7.773483754512636
pak,ft,3,0,0,2048,80,21.41,24,12.743483754512635
pak,ft,4,0,1,2048,80,20.6,24,13.553483754512634
pak,ft,5,0,2,2048,80,20.43,24,13.723483754512635
pak,ft,1,2,0,2048,115,25.59,24,8.563483754512635
pak,ft,2,1,0,2048,115,24.23,24,9.923483754512635
pak,ft,3,0,0,2048,115,19.07,24,15.083483754512635
pak,ft,4,0,1,2048,115,18.07,24,16.083483754512635
pak,ft,5,0,2,2048,115,17.88,24,16.273483754512636
spr,ft,1,2,0,4096,64,17.85,24,16.303483754512634
spr,ft,2,1,0,4096,64,15.54,24,18.613483754512636
spr,ft,3,0,0,4096,64,13.24,24,20.913483754512633
spr,ft,4,0,1,4096,64,13.27,24,20.883483754512635
spr,ft,5,0,2,4096,64,13.38,24,20.773483754512633
spr,ft,1,2,0,4096,80,16.55,24,17.603483754512634
spr,ft,2,1,0,4096,80,13.47,24,20.683483754512636
spr,ft,3,0,0,4096,80,10.92,24,23.233483754512633
spr,ft,4,0,1,4096,80,10.83,24,23.323483754512637
spr,ft,5,0,2,4096,80,10.87,24,23.283483754512638
spr,ft,1,2,0,4096,115,16.6,24,17.553483754512634
spr,ft,2,1,0,4096,115,12.42,24,21.733483754512633
spr,ft,3,0,0,4096,115,9.53,24,24.623483754512634
spr,ft,4,0,1,4096,115,9.47,24,24.683483754512636
spr,ft,5,0,2,4096,115,9.39,24,24.763483754512635
rand,ft,1,2,0,4096,64,20.65,24,13.503483754512636
rand,ft,2,1,0,4096,64,16.8,24,17.353483754512634
rand,ft,3,0,0,4096,64,13.22,24,20.933483754512636
rand,ft,4,0,1,4096,64,13.2,24,20.953483754512636
rand,ft,5,0,2,4096,64,13.25,24,20.903483754512635
rand,ft,1,2,0,4096,80,19.75,24,14.403483754512635
rand,ft,2,1,0,4096,80,14.74,24,19.413483754512633
rand,ft,3,0,0,4096,80,10.99,24,23.163483754512633
rand,ft,4,0,1,4096,80,10.92,24,23.233483754512633
rand,ft,5,0,2,4096,80,10.87,24,23.283483754512638
rand,ft,1,2,0,4096,115,15.58,24,18.573483754512637
rand,ft,2,1,0,4096,115,15.03,24,19.123483754512634
rand,ft,3,0,0,4096,115,9.67,24,24.483483754512633
rand,ft,4,0,1,4096,115,9.57,24,24.583483754512635
rand,ft,5,0,2,4096,115,9.45,24,24.703483754512636
pak,ft,1,2,0,4096,64,20.18,24,13.973483754512635
pak,ft,2,1,0,4096,64,16.43,24,17.723483754512635
pak,ft,3,0,0,4096,64,13.54,24,20.613483754512636
pak,ft,4,0,1,4096,64,13.46,24,20.693483754512634
pak,ft,5,0,2,4096,64,13.55,24,20.603483754512634
pak,ft,1,2,0,4096,80,17.24,24,16.913483754512637
pak,ft,2,1,0,4096,80,14.47,24,19.683483754512636
pak,ft,3,0,0,4096,80,11.64,24,22.513483754512635
pak,ft,4,0,1,4096,80,11.57,24,22.583483754512635
pak,ft,5,0,2,4096,80,11.05,24,23.103483754512634
pak,ft,1,2,0,4096,115,17.31,24,16.843483754512636
pak,ft,2,1,0,4096,115,13.3,24,20.853483754512634
pak,ft,3,0,0,4096,115,9.69,24,24.463483754512637
pak,ft,4,0,1,4096,115,10.18,24,23.973483754512635
pak,ft,5,0,2,4096,115,9.57,24,24.583483754512635
rand,ft,1,2,0,4096,64,21.87,24,12.283483754512634
rand,ft,2,1,0,4096,64,16.44,24,17.713483754512634
rand,ft,3,0,0,4096,64,13.7,24,20.453483754512636
rand,ft,4,0,1,4096,64,13.56,24,20.593483754512633
rand,ft,5,0,2,4096,64,13.81,24,20.343483754512633
rand,ft,1,2,0,4096,80,16.12,24,18.033483754512634
rand,ft,2,1,0,4096,80,14.34,24,19.813483754512635
rand,ft,3,0,0,4096,80,11.31,24,22.843483754512633
